2026-02-04 08:34:43,903 - INFO - crawl_css.py - --- PHASE 1: CRAWL JOB LINKS STARTED ---
2026-02-04 08:34:44,597 - INFO - crawl_css.py - Fetching links from: https://www.topcv.vn/tim-viec-lam-ai-engineer-kcr257?type_keyword=1
2026-02-04 08:34:51,004 - INFO - crawl_css.py - Found 50 jobs.
2026-02-04 08:34:51,004 - INFO - crawl_css.py - Filtered: 50 total -> 50 NEW jobs.
2026-02-04 08:34:51,005 - INFO - crawl_css.py - Links saved to D:\Data Science Project\job_finder\src\data\raw_links\2026-02-04.jsonl
2026-02-04 08:34:51,158 - INFO - crawl_css.py - --- PHASE 2: EXTRACT DETAILS STARTED ---
2026-02-04 08:34:51,159 - INFO - crawl_css.py - Loaded 50 links to process.
2026-02-04 08:34:51,537 - INFO - crawl_css.py - Processing 1/50: https://www.topcv.vn/viec-lam/ai-engineer-intern-computer-vision/2026395.html?ta_source=JobSearchList_LinkDetail&u_sr_id=qceuirZFZumtUXLW4lX4OfLDCoTD1ZhYIz3c8VK2_1770168887
2026-02-04 08:34:51,539 - INFO - crawl_css.py - Sleeping 11.8s before accessing https://www.topcv.vn/viec-lam/ai-engineer-intern-computer-vision/2026395.html?ta_source=JobSearchList_LinkDetail&u_sr_id=qceuirZFZumtUXLW4lX4OfLDCoTD1ZhYIz3c8VK2_1770168887...
2026-02-04 08:35:13,478 - INFO - crawl_css.py - Extracted: AI EngineerIntern (Computer Vision) @ Công ty cổ phần công nghệ - viễn thông Elcom
2026-02-04 08:35:13,485 - INFO - crawl_css.py - Processing 2/50: https://www.topcv.vn/viec-lam/ky-su-ai-ai-engineer-thu-nhap-1-000-2-000-usd-phong-van-ngay-ha-noi/2028349.html?ta_source=JobSearchList_LinkDetail&u_sr_id=qceuirZFZumtUXLW4lX4OfLDCoTD1ZhYIz3c8VK2_1770168887
2026-02-04 08:35:13,485 - INFO - crawl_css.py - Sleeping 14.0s before accessing https://www.topcv.vn/viec-lam/ky-su-ai-ai-engineer-thu-nhap-1-000-2-000-usd-phong-van-ngay-ha-noi/2028349.html?ta_source=JobSearchList_LinkDetail&u_sr_id=qceuirZFZumtUXLW4lX4OfLDCoTD1ZhYIz3c8VK2_1770168887...
2026-02-04 08:35:36,916 - INFO - crawl_css.py - Extracted: Kỹ Sư AI/AI Engineer( Thu Nhâp 1,000 - 2,000 USD ) - Phỏng Vấn Ngay -Hà Nội @ CÔNG TY CỔ PHẦN DỊCH VỤ TÀI SẢN VIỆT NAM
2026-02-04 08:35:36,931 - INFO - crawl_css.py - Processing 3/50: https://www.topcv.vn/viec-lam/giang-vien-it-ai-software-dev-data-science/2021544.html?ta_source=JobSearchList_LinkDetail&u_sr_id=qceuirZFZumtUXLW4lX4OfLDCoTD1ZhYIz3c8VK2_1770168887
2026-02-04 08:35:36,931 - INFO - crawl_css.py - Sleeping 14.7s before accessing https://www.topcv.vn/viec-lam/giang-vien-it-ai-software-dev-data-science/2021544.html?ta_source=JobSearchList_LinkDetail&u_sr_id=qceuirZFZumtUXLW4lX4OfLDCoTD1ZhYIz3c8VK2_1770168887...
2026-02-04 08:36:00,998 - INFO - crawl_css.py - Extracted: Giảng ViênIT(AI Software Dev &Data Science) @ Phân hiệu Trường Đại học FPT tại thành phố Hồ Chí Minh
2026-02-04 08:36:01,007 - INFO - crawl_css.py - Processing 4/50: https://www.topcv.vn/viec-lam/ky-su-cao-cap-tri-tue-nhan-tao-ai-engineer/2028235.html?ta_source=JobSearchList_LinkDetail&u_sr_id=qceuirZFZumtUXLW4lX4OfLDCoTD1ZhYIz3c8VK2_1770168887
2026-02-04 08:36:01,007 - INFO - crawl_css.py - Sleeping 14.5s before accessing https://www.topcv.vn/viec-lam/ky-su-cao-cap-tri-tue-nhan-tao-ai-engineer/2028235.html?ta_source=JobSearchList_LinkDetail&u_sr_id=qceuirZFZumtUXLW4lX4OfLDCoTD1ZhYIz3c8VK2_1770168887...
2026-02-04 08:36:24,659 - INFO - crawl_css.py - Extracted: Kỹ SưCao Cấp Trí Tuệ Nhân Tạo (AI Engineer) @ CÔNG TY CỔ PHẦN THƯƠNG MẠI XUẤT NHẬP KHẨU VHS
